rel,path,N_per_p,n_items,method,convergence,coverage,coverage_corrected,mean_se,mean_se_corrected,out_se,out_se_corrected,power,power_corrected,raw_rsb,raw_rsb_corrected,rbias,rbias_corrected,rmse,rmse_corrected,sbias,sbias_corrected,stdMed_rsb,stdMed_rsb_corrected,type1,type1_corrected,warning_total,N,N_lab,path_lab,rel_lab
0.9,0.6,100,5,rel,1,0.9555,0.956,0.03433115321819444,0.03451154574432151,0.7000000000000001,0.7000000000000001,1,1,0.036524745851335805,0.04197114947515157,-4.896590513346e-4,-4.896590513346e-4,0.03311674123657132,0.03311674123657132,-0.014783765651932667,-0.014783765651932667,0.03729715884993068,0.042750451209929485,1,1,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,5,tspa,1,0.948,0.9495,0.033017949912825015,0.03324265286671831,0.65,0.6,1,1,-0.0031234125673921254,0.0036608097860426625,-4.89659133801561e-4,-4.89659133801561e-4,0.033116740540407086,0.033116740540407086,-0.014783768453163586,-0.014783768453163586,-0.0024551166371504785,0.004530939722330318,1,1,0,500,italic(N) == 500,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,10,gsam,1,0.949,NA,0.023060808145058308,NA,0.95,NA,1,NA,-0.01232327032297742,NA,-1.3494159000463667e-4,NA,0.023343090670150852,NA,-0.0057794448258189695,NA,0.013239364341256277,NA,1,NA,0,1000,italic(N) == 1000,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,10,joint,1,0.949,NA,0.023047211266788308,NA,0.95,NA,1,NA,-0.01314176504392972,NA,2.2853290603167236e-4,NA,0.02334940485077441,NA,0.009785547486205517,NA,0.010252578338095564,NA,1,NA,0,1000,italic(N) == 1000,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,10,lsam,1,0.949,NA,0.02306080813676774,NA,0.95,NA,1,NA,-0.012323235243013042,NA,-1.3494151413019295e-4,NA,0.023343089832256293,NA,-0.005779441783525824,NA,0.013244055261146581,NA,1,NA,0,1000,italic(N) == 1000,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,10,rel,1,0.957,0.9575,0.023890558383391835,0.023977969452372544,1.0999999999999999,1.05,1,1,0.0229696992995303,0.02671255342272283,2.2853192598315829e-4,2.2853192598315829e-4,0.02334940038405186,0.02334940038405186,0.009785507389641016,0.009785507389641016,0.04732142183135002,0.051086862048717485,1,1,0,1000,italic(N) == 1000,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,10,tspa,1,0.9485,0.949,0.023035261725573634,0.023142185278699268,0.95,0.95,1,1,-0.013653200567186774,-0.009074841281936363,2.2853550279836464e-4,2.2853550279836464e-4,0.023349399391197703,0.023349399391197703,0.009785660976087338,0.009785660976087338,0.009779023927960706,0.014378148106784616,1,1,0,1000,italic(N) == 1000,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,20,gsam,1,0.9515,NA,0.01578343407910433,NA,0.4,NA,1,NA,-0.004621801877695009,NA,-6.023270968599675e-4,NA,0.015864194638025478,NA,-0.03798560296497221,NA,-0.04474280472172698,NA,1,NA,0,2000,italic(N) == 2000,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,20,joint,1,0.9515,NA,0.015779558120721373,NA,0.4,NA,1,NA,-0.004819363350291872,NA,-4.656566633643448e-4,NA,0.015858847245321498,NA,-0.029367900619385476,NA,-0.043829919514357774,NA,1,NA,0,2000,italic(N) == 2000,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,20,lsam,1,0.9515,NA,0.015783434161238296,NA,0.4,NA,1,NA,-0.0046219284447399644,NA,-6.023302179227637e-4,NA,0.015864196853260328,NA,-0.03798579476625091,NA,-0.04475029965054167,NA,1,NA,0,2000,italic(N) == 2000,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,20,rel,1,0.958,0.9585,0.016238156520532808,0.016271238610284535,0.5,0.5,1,1,0.024103288911466736,0.026189700437058816,-4.656490500111079e-4,-4.656490500111079e-4,0.015858848566220343,0.015858848566220343,-0.029367417600137755,-0.029367417600137755,-0.01605162662097004,-0.013988577007551961,1,1,0,2000,italic(N) == 2000,\beta_{xm} == 0.6,rho == 0.9
0.9,0.6,100,20,tspa,1,0.9515,0.9515,0.015776924146891604,0.015815352783994256,0.4,0.4,1,1,-0.004985475243820647,-0.00256186898649724,-4.65635734746375e-4,-4.65635734746375e-4,0.01585884652235509,0.01585884652235509,-0.029366580900333856,-0.029366580900333856,-0.0440050532681614,-0.04156122317476518,1,1,0,2000,italic(N) == 2000,\beta_{xm} == 0.6,rho == 0.9
